PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
TNR051810,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",3471,Plating And Polishing
TNR051819,,,3341,Secondary Nonferrous Metals
TNR051823,321991,Manufactured Home [Mobile Home] Manufacturing,2451,Mobile Homes
TNR051828,327212,Other Pressed and Blown Glass and Glassware Manufacturing,3229,Pressed And Blown Glass
TNR051829,,,2421,"Sawmills And Planing Mills, General"
TNR051831,325411,Medicinal and Botanical Manufacturing,2833,Medicinals And Botanicals
TNR051834,424710,Petroleum Bulk Stations and Terminals,5171,Petroleum Bulk Stations & Terminals
TNR051839,324121,Asphalt Paving Mixture and Block Manufacturing,2951,Asphalt Paving Mixtures And Blocks
TNR051841,484121,"General Freight Trucking, Long-Distance, Truckload",4213,"Trucking, Except Local"
TNR051845,323117,Books Printing,2732,Book Printing
TNR051846,,,2411,Logging
TNR051851,337121,Upholstered Household Furniture Manufacturing,2512,Upholstered Household Furniture
TNR051854,332321,Metal Window and Door Manufacturing,3442,"Metal Doors, Sash, And Trim"
TNR051855,321920,Wood Container and Pallet Manufacturing,2448,Wood Pallets And Skids
TNR051856,334419,Other Electronic Component Manufacturing,3679,Electronic Components
TNR051859,562212,Solid Waste Landfill,4953,Refuse Systems
TNR051861,,,3444,Sheet Metal Work
TNR051862,326130,"Laminated Plastics Plate, Sheet [except Packaging], and Shape Manufacturing",3083,Laminated Plastics Plate & Sheet
TNR051863,,,2499,Wood Products
TNR051864,,,2431,Millwork
TNR051865,,,3479,Metal Coating And Allied Services
TNR051866,424710,Petroleum Bulk Stations and Terminals,5171,Petroleum Bulk Stations & Terminals
TNR051867,323111,Commercial Printing [except Screen and Books],2754,"Commercial Printing, Gravure"
TNR051869,,,3089,Plastics Products
TNR051870,,,3634,Electric Housewares And Fans
TNR051872,424710,Petroleum Bulk Stations and Terminals,5171,Petroleum Bulk Stations & Terminals
TNR051877,327992,Ground Or Treated Mineral and Earth Manufacturing,3295,"Minerals, Ground Or Treated"
TNR051878,488490,Other Support Activities for Road Transportation,4231,Trucking Terminal Facilities
TNR051879,,,4226,Special Warehousing And Storage
TNR051881,,,2421,"Sawmills And Planing Mills, General"
TNR051884,,,3714,Motor Vehicle Parts And Accessories
TNR051889,562212,Solid Waste Landfill,4953,Refuse Systems
TNR051890,562212,Solid Waste Landfill,4953,Refuse Systems
